source_id,jurisdicao,classe,url_inicial,url_final,dominio_oficial_esperado,status_http,sha256_corpo,receipt_id,status_prova,observacao
MT::ASSEMBLEIA_LEGISLATIVA,MT,ASSEMBLEIA_LEGISLATIVA,https://diariooficial.al.mt.gov.br/,,diariooficial.al.mt.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
PA::SEFAZ_LEGISLACAO,PA,SEFAZ_LEGISLACAO,https://www.sistemas.pa.gov.br/sisleis/legislacao/,,www.sistemas.pa.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
PA::DOE,PA,DOE,http://www.ioepa.com.br/pesquisa,,www.ioepa.com.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
PA::ASSEMBLEIA_LEGISLATIVA,PA,ASSEMBLEIA_LEGISLATIVA,https://www.alepa.pa.gov.br/,,www.alepa.pa.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
PB::SEFAZ_LEGISLACAO,PB,SEFAZ_LEGISLACAO,https://www.sefaz.pb.gov.br/legislacao,,www.sefaz.pb.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
PB::DOE,PB,DOE,https://auniao.pb.gov.br/servicos/doe,,auniao.pb.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
PB::ASSEMBLEIA_LEGISLATIVA,PB,ASSEMBLEIA_LEGISLATIVA,https://www.al.pb.leg.br/,,www.al.pb.leg.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
PE::SEFAZ_LEGISLACAO,PE,SEFAZ_LEGISLACAO,https://www.sefaz.pe.gov.br/Legislacao/,,www.sefaz.pe.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
PE::DOE,PE,DOE,https://www.cepe.com.br/diario-oficial,,www.cepe.com.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
PE::ASSEMBLEIA_LEGISLATIVA,PE,ASSEMBLEIA_LEGISLATIVA,https://www.alepe.pe.gov.br/,,www.alepe.pe.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
PI::SEFAZ_LEGISLACAO,PI,SEFAZ_LEGISLACAO,https://portal.sefaz.pi.gov.br/legislacao/,,portal.sefaz.pi.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
PI::DOE,PI,DOE,https://www.diario.pi.gov.br/doe/,,www.diario.pi.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
PI::ASSEMBLEIA_LEGISLATIVA,PI,ASSEMBLEIA_LEGISLATIVA,https://www.al.pi.leg.br/,,www.al.pi.leg.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
PR::SEFAZ_LEGISLACAO,PR,SEFAZ_LEGISLACAO,https://www.legislacao.pr.gov.br/legislacao/pesquisarAto.do?action=iniciarProcesso,,www.legislacao.pr.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
PR::DOE,PR,DOE,https://dioe.pr.gov.br/portal/pages/display,,dioe.pr.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
PR::ASSEMBLEIA_LEGISLATIVA,PR,ASSEMBLEIA_LEGISLATIVA,https://consultas.assembleia.pr.leg.br/,,consultas.assembleia.pr.leg.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
RJ::SEFAZ_LEGISLACAO,RJ,SEFAZ_LEGISLACAO,https://portal.fazenda.rj.gov.br/icms/,,portal.fazenda.rj.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
RJ::DOE,RJ,DOE,https://www.ioerj.com.br/,,www.ioerj.com.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
RJ::ASSEMBLEIA_LEGISLATIVA,RJ,ASSEMBLEIA_LEGISLATIVA,https://www3.alerj.rj.gov.br/lotus_notes/default.asp?id=144,,www3.alerj.rj.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
RN::SEFAZ_LEGISLACAO,RN,SEFAZ_LEGISLACAO,https://www.set.rn.gov.br/contentProducao/aplicacao/set_v2/legislacao/legislacao.asp,,www.set.rn.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
RN::DOE,RN,DOE,https://diariooficial.rn.gov.br/,,diariooficial.rn.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
RN::ASSEMBLEIA_LEGISLATIVA,RN,ASSEMBLEIA_LEGISLATIVA,https://www.al.rn.leg.br/,,www.al.rn.leg.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
RO::SEFAZ_LEGISLACAO,RO,SEFAZ_LEGISLACAO,https://legislacao.sefin.ro.gov.br/,,legislacao.sefin.ro.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
RO::DOE,RO,DOE,https://diof.ro.gov.br/,,diof.ro.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
RO::ASSEMBLEIA_LEGISLATIVA,RO,ASSEMBLEIA_LEGISLATIVA,https://www.al.ro.leg.br/,,www.al.ro.leg.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
RR::SEFAZ_LEGISLACAO,RR,SEFAZ_LEGISLACAO,https://www.sefaz.rr.gov.br/downloads/legislacao,,www.sefaz.rr.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
RR::DOE,RR,DOE,https://imprensaoficial.rr.gov.br/,,imprensaoficial.rr.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
RR::ASSEMBLEIA_LEGISLATIVA,RR,ASSEMBLEIA_LEGISLATIVA,https://al.rr.leg.br/,,al.rr.leg.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
RS::SEFAZ_LEGISLACAO,RS,SEFAZ_LEGISLACAO,https://estado.rs.gov.br/legislacao,,estado.rs.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
RS::DOE,RS,DOE,https://www.diariooficial.rs.gov.br/,,www.diariooficial.rs.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
RS::ASSEMBLEIA_LEGISLATIVA,RS,ASSEMBLEIA_LEGISLATIVA,https://ww4.al.rs.gov.br/legislacao-estadual,,ww4.al.rs.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
SC::SEFAZ_LEGISLACAO,SC,SEFAZ_LEGISLACAO,https://legislacao.sef.sc.gov.br/,,legislacao.sef.sc.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
SC::DOE,SC,DOE,https://portal.doe.sea.sc.gov.br/,,portal.doe.sea.sc.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
SC::ASSEMBLEIA_LEGISLATIVA,SC,ASSEMBLEIA_LEGISLATIVA,https://leis.alesc.sc.gov.br/,,leis.alesc.sc.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
SE::SEFAZ_LEGISLACAO,SE,SEFAZ_LEGISLACAO,http://legislacaoonline.sefaz.se.gov.br:17501/Paginas/Default.aspx,,legislacaoonline.sefaz.se.gov.br:17501,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
SE::DOE,SE,DOE,https://iose.se.gov.br/,,iose.se.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
SE::ASSEMBLEIA_LEGISLATIVA,SE,ASSEMBLEIA_LEGISLATIVA,https://al.se.leg.br/,,al.se.leg.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
SP::SEFAZ_LEGISLACAO,SP,SEFAZ_LEGISLACAO,https://portal.fazenda.sp.gov.br/paginas/legislacao.aspx,,portal.fazenda.sp.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
SP::DOE,SP,DOE,https://doe.sp.gov.br/,,doe.sp.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
SP::ASSEMBLEIA_LEGISLATIVA,SP,ASSEMBLEIA_LEGISLATIVA,https://www.al.sp.gov.br/norma/resultados?idsTipoNorma=9&tipoPesquisa=E,,www.al.sp.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
TO::SEFAZ_LEGISLACAO,TO,SEFAZ_LEGISLACAO,https://www.to.gov.br/sefaz/legislacao-tributaria/3lb4r1ekdyvb,,www.to.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
TO::DOE,TO,DOE,https://diariooficial.to.gov.br/,,diariooficial.to.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
TO::ASSEMBLEIA_LEGISLATIVA,TO,ASSEMBLEIA_LEGISLATIVA,https://www.al.to.leg.br/,,www.al.to.leg.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
BR::PLANALTO,BR,PLANALTO,https://www.planalto.gov.br/ccivil_03/leis/_lei-principal.htm,,www.planalto.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
BR::DOU_IMPRENSA_NACIONAL,BR,DOU_IMPRENSA_NACIONAL,https://www.in.gov.br/leiturajornal,,www.in.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
BR::RFB_NORMAS,BR,RFB_NORMAS,https://normas.receita.fazenda.gov.br/sijut2consulta/consulta.action,,normas.receita.fazenda.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
BR::PGFN,BR,PGFN,https://www.gov.br/pgfn/pt-br/assuntos/representacao-judicial/legislacao-e-normas,,www.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
BR::CONFAZ_CONVENIOS_ICMS,BR,CONFAZ_CONVENIOS_ICMS,https://www.confaz.fazenda.gov.br/legislacao/convenios,,www.confaz.fazenda.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
BR::CONFAZ_AJUSTES_SINIEF,BR,CONFAZ_AJUSTES_SINIEF,https://www.confaz.fazenda.gov.br/legislacao/ajustes,,www.confaz.fazenda.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
BR::CONFAZ_ATOS_COTEPE,BR,CONFAZ_ATOS_COTEPE,https://www.confaz.fazenda.gov.br/legislacao/atos,,www.confaz.fazenda.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
BR::CONFAZ_PROTOCOLOS_ICMS,BR,CONFAZ_PROTOCOLOS_ICMS,https://www.confaz.fazenda.gov.br/legislacao/protocolos,,www.confaz.fazenda.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
BR::CONFAZ_RESOLUCOES,BR,CONFAZ_RESOLUCOES,https://www.confaz.fazenda.gov.br/legislacao/resolucoes,,www.confaz.fazenda.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
BR::CGIBS_REGULAMENTOS,BR,CGIBS_REGULAMENTOS,https://www.cgibs.gov.br/regulamentos,,www.cgibs.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
BR::PORTAL_NACIONAL_TCBS,BR,PORTAL_NACIONAL_TCBS,https://consumo.tributos.gov.br/,,consumo.tributos.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
BR::SENADO,BR,SENADO,https://www25.senado.leg.br/web/atividade/legislacao/legislacao-federal,,www25.senado.leg.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
BR::STF,BR,STF,https://portal.stf.jus.br/jurisprudencia/,,portal.stf.jus.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
BR::STJ,BR,STJ,https://processo.stj.jus.br/SCON/,,processo.stj.jus.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
BR::CARF,BR,CARF,https://www.gov.br/carf/pt-br/jurisprudencia,,www.gov.br,,,,PENDENTE_DE_CAPTURA,Fonte institucional candidata; não é prova de regra até leitura do ato.
